"tm"	"channel_name"	"ocean_region"	"ges_id_octal"	"channel_unit_id"	"channel_type"	"su_type"	"BFO"	"BTO"
2014-03-07 16:55:29	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:29	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:29	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:29	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:29	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:30	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:30	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:30	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:30	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:30	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:32	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
