"tm"	"channel_name"	"ocean_region"	"ges_id_octal"	"channel_unit_id"	"channel_type"	"su_type"	"BFO"	"BTO"
2014-03-07 16:55:32	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:32	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:32	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:32	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:33	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:33	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:33	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:33	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:33	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10220"	160	10220
2014-03-07 16:55:33	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,158,10220"	158	10220
2014-03-07 16:55:34	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,158,10220"	158	10220
2014-03-07 16:55:34	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:34	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10220"	159	10220
2014-03-07 16:55:34	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,158,10220"	158	10220
2014-03-07 16:55:35	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x62,-,Acknowledge,User,Data"	NA	NA
2014-03-07 16:55:35	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x71,-,User,Data,(ISU),-,RLS"	NA	NA
2014-03-07 16:55:35	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:55:35	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:55:35	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:55:37	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x62,-,Acknowledge,User,Data,(R-channel),156,15200"	156	15200
2014-03-07 16:55:38	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x22,-,Access,Request,(R/T-Channel),155,15220"	155	15220
2014-03-07 16:55:38	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x51,-,T-Channel,Assignment"	NA	NA
2014-03-07 16:55:42	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"0x71,-,User,Data,(ISU),-,RLS,161,10240"	161	10240
2014-03-07 16:55:42	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,161,10240"	161	10240
2014-03-07 16:55:43	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:43	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:43	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:43	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:43	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,161,10240"	161	10240
2014-03-07 16:55:43	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,161,10240"	161	10240
2014-03-07 16:55:44	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:44	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:44	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:44	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:44	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:44	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10240"	160	10240
2014-03-07 16:55:44	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10240"	159	10240
2014-03-07 16:55:45	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10240"	159	10240
2014-03-07 16:55:46	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10200"	160	10200
2014-03-07 16:55:46	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10200"	160	10200
2014-03-07 16:55:47	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10200"	160	10200
2014-03-07 16:55:47	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,160,10200"	160	10200
2014-03-07 16:55:47	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10200"	159	10200
2014-03-07 16:55:47	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,159,10200"	159	10200
2014-03-07 16:55:47	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,161,10200"	161	10200
2014-03-07 16:55:47	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,161,10200"	161	10200
2014-03-07 16:55:48	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10200"	162	10200
2014-03-07 16:55:48	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10200"	162	10200
2014-03-07 16:55:48	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10200"	162	10200
2014-03-07 16:55:48	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10200"	162	10200
2014-03-07 16:55:48	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10200"	164	10200
2014-03-07 16:55:48	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10200"	164	10200
2014-03-07 16:55:48	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10200"	163	10200
2014-03-07 16:55:49	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x62,-,Acknowledge,User,Data"	NA	NA
2014-03-07 16:55:50	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x71,-,User,Data,(ISU),-,RLS"	NA	NA
2014-03-07 16:55:50	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:55:50	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:55:50	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:55:52	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x62,-,Acknowledge,User,Data,(R-channel),159,15200"	159	15200
2014-03-07 16:55:53	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x22,-,Access,Request,(R/T-Channel),159,15240"	159	15240
2014-03-07 16:55:53	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x51,-,T-Channel,Assignment"	NA	NA
2014-03-07 16:55:57	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"0x71,-,User,Data,(ISU),-,RLS,163,10240"	163	10240
2014-03-07 16:55:57	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:55:58	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:58	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:58	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10240"	164	10240
2014-03-07 16:55:58	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10240"	164	10240
2014-03-07 16:55:58	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10240"	164	10240
2014-03-07 16:55:58	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10240"	164	10240
2014-03-07 16:55:59	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:55:59	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:55:59	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:59	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:59	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:59	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:55:59	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:00	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:01	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10240"	164	10240
2014-03-07 16:56:01	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,164,10240"	164	10240
2014-03-07 16:56:02	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:02	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:02	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:02	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:02	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:02	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:03	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:03	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:03	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:03	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:03	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:56:03	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,162,10240"	162	10240
2014-03-07 16:56:03	"IOR-T1200-0-36D7"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,163,10240"	163	10240
2014-03-07 16:56:04	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x62,-,Acknowledge,User,Data"	NA	NA
2014-03-07 16:56:05	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x71,-,User,Data,(ISU),-,RLS"	NA	NA
2014-03-07 16:56:05	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:56:05	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:56:05	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:56:07	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x62,-,Acknowledge,User,Data,(R-channel),158,15220"	158	15220
2014-03-07 16:56:08	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x22,-,Access,Request,(R/T-Channel),158,15200"	158	15200
2014-03-07 16:56:08	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x51,-,T-Channel,Assignment"	NA	NA
2014-03-07 16:56:12	"IOR-T1200-0-36FA"	"IOR"	"305"	"10"	"T-Channel RX"	"0x71,-,User,Data,(ISU),-,RLS,156,10260"	156	10260
2014-03-07 16:56:12	"IOR-T1200-0-36FA"	"IOR"	"305"	"10"	"T-Channel RX"	"Subsequent,Signalling,Unit,156,10260"	156	10260
2014-03-07 16:56:13	"IOR-T1200-0-36FA"	"IOR"	"305"	"10"	"T-Channel RX"	"Subsequent,Signalling,Unit,156,10260"	156	10260
2014-03-07 16:56:13	"IOR-T1200-0-36FA"	"IOR"	"305"	"10"	"T-Channel RX"	"Subsequent,Signalling,Unit,156,10260"	156	10260
2014-03-07 16:56:13	"IOR-T1200-0-36FA"	"IOR"	"305"	"10"	"T-Channel RX"	"Subsequent,Signalling,Unit,156,10260"	156	10260
2014-03-07 16:56:13	"IOR-T1200-0-36FA"	"IOR"	"305"	"10"	"T-Channel RX"	"Subsequent,Signalling,Unit,156,10260"	156	10260
2014-03-07 16:56:14	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x62,-,Acknowledge,User,Data"	NA	NA
2014-03-07 16:56:15	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x71,-,User,Data,(ISU),-,RLS"	NA	NA
2014-03-07 16:56:15	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:56:15	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:56:15	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 16:56:17	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x62,-,Acknowledge,User,Data,(R-channel),156,15240"	156	15240
2014-03-07 17:06:49	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x22,-,Access,Request,(R/T-Channel),129,15600"	129	15600
2014-03-07 17:06:49	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x51,-,T-Channel,Assignment"	NA	NA
2014-03-07 17:06:53	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"0x71,-,User,Data,(ISU),-,RLS,135,10600"	135	10600
2014-03-07 17:06:53	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:54	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:54	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:54	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:54	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:54	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:54	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:55	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:55	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:55	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:55	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:55	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:55	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:55	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:56	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:57	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:06:57	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:06:58	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:58	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:58	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:58	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:58	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:58	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:59	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:59	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,135,10600"	135	10600
2014-03-07 17:06:59	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:59	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:06:59	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:06:59	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:06:59	"IOR-T1200-0-3718"	"IOR"	"305"	"12"	"T-Channel RX"	"Subsequent,Signalling,Unit,134,10600"	134	10600
2014-03-07 17:07:00	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x62,-,Acknowledge,User,Data"	NA	NA
2014-03-07 17:07:01	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x71,-,User,Data,(ISU),-,RLS"	NA	NA
2014-03-07 17:07:01	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 17:07:01	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 17:07:01	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"Subsequent,Signalling,Unit"	NA	NA
2014-03-07 17:07:03	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x62,-,Acknowledge,User,Data,(R-channel),130,15600"	130	15600
2014-03-07 17:07:04	"IOR-R1200-0-36ED"	"IOR"	"305"	"4"	"R-Channel RX"	"0x22,-,Access,Request,(R/T-Channel),131,15620"	131	15620
2014-03-07 17:07:04	"IOR-P10500-0-3859"	"IOR"	"305"	"10"	"P-Channel TX"	"0x51,-,T-Channel,Assignment"	NA	NA
2014-03-07 17:07:08	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"0x71,-,User,Data,(ISU),-,RLS,133,10600"	133	10600
2014-03-07 17:07:08	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:09	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:09	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:09	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:09	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:09	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:09	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:10	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,132,10600"	132	10600
2014-03-07 17:07:10	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,132,10600"	132	10600
2014-03-07 17:07:10	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:10	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,133,10600"	133	10600
2014-03-07 17:07:10	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,132,10600"	132	10600
2014-03-07 17:07:10	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,132,10600"	132	10600
2014-03-07 17:07:10	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,132,10600"	132	10600
2014-03-07 17:07:11	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,132,10600"	132	10600
2014-03-07 17:07:12	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,137,10600"	137	10600
2014-03-07 17:07:12	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,137,10600"	137	10600
2014-03-07 17:07:13	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,138,10600"	138	10600
2014-03-07 17:07:13	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,138,10600"	138	10600
2014-03-07 17:07:13	"IOR-T1200-0-36D8"	"IOR"	"305"	"8"	"T-Channel RX"	"Subsequent,Signalling,Unit,137,10600"	137	10600
